city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,110,2,3,3,NaN,1,0,0,2200,8,34
Sao Paulo,79,3,2,1,8,1,1,580,2400,62,31
Belo Horizonte,40,1,1,0,4,0,0,300,1155,55,16
Sao Paulo,370,4,6,0,8,1,0,3417,7900,2386,101
Belo Horizonte,140,4,3,2,3,1,0,822,2200,132,30
Rio de Janeiro,300,4,4,2,1,1,0,2500,8000,1275,104
Sao Paulo,40,1,1,1,2,0,1,375,1635,0,21
Rio de Janeiro,100,3,2,2,8,1,1,1129,1600,250,21
Sao Paulo,63,2,2,1,6,1,0,650,1890,9,24
Sao Paulo,150,3,2,1,6,0,0,1246,5500,0,70
Sao Paulo,190,3,3,3,6,1,0,3000,13000,84,165
Rio de Janeiro,100,3,2,2,13,1,0,970,2400,395,31
Porto Alegre,132,6,4,2,18,1,0,800,3400,117,50
Sao Paulo,127,2,3,3,3,1,0,2300,3300,500,42
Sao Paulo,222,3,3,2,NaN,1,0,0,2400,292,21
Sao Paulo,80,2,2,1,NaN,1,0,0,1680,9,26
Sao Paulo,208,4,4,3,5,1,0,3600,12000,1084,153
Sao Paulo,480,4,4,6,NaN,1,0,0,10000,1000,151
Sao Paulo,360,3,5,2,1,1,0,3500,15000,834,191
Sao Paulo,142,3,2,2,8,1,0,1026,1750,243,23
Rio de Janeiro,150,3,3,0,6,0,0,1100,5100,242,66
Rio de Janeiro,54,2,1,1,9,1,0,560,1600,0,21
Rio de Janeiro,35,1,1,0,6,1,0,480,1000,0,13
Campinas,44,2,1,1,5,1,0,250,1090,10,14
Sao Paulo,130,3,2,1,1,1,0,1200,4500,100,58
Porto Alegre,70,2,2,0,4,0,1,250,1550,42,23
Sao Paulo,68,2,1,0,1,1,0,230,1300,0,17
Sao Paulo,212,4,3,4,1,1,0,3300,15000,1272,191
Rio de Janeiro,35,1,1,1,4,1,1,580,3300,112,43
Sao Paulo,116,3,2,1,6,1,0,950,1700,90,22
Sao Paulo,80,1,1,0,11,1,1,427,1900,0,25
Sao Paulo,47,1,1,1,6,1,0,756,2250,114,29
Rio de Janeiro,60,3,2,1,1,1,1,842,1000,63,13
Rio de Janeiro,75,2,1,0,4,1,0,440,1200,0,16
Belo Horizonte,60,1,1,1,8,1,1,694,1098,151,15
Sao Paulo,100,2,1,0,NaN,0,0,0,5000,125,76
Belo Horizonte,22,1,1,1,1,0,1,0,1500,0,20
Sao Paulo,75,3,2,1,13,0,1,700,2900,125,37
Sao Paulo,75,2,3,2,6,0,0,499,2500,70,32
Belo Horizonte,65,2,1,1,2,1,0,220,700,0,10
Sao Paulo,25,1,1,0,16,1,0,294,1300,22,17
Sao Paulo,194,4,3,2,7,1,0,2600,2999,643,38
Sao Paulo,75,2,2,0,NaN,1,0,0,2000,109,31
Belo Horizonte,51,2,1,0,2,1,1,165,1000,27,14
Sao Paulo,63,2,2,2,4,0,0,600,4080,167,52
Rio de Janeiro,90,2,2,1,3,1,0,600,1200,17,16
Sao Paulo,45,2,1,1,2,0,1,1300,3000,167,39
Rio de Janeiro,85,2,2,1,1,1,0,1100,2000,82,26
Rio de Janeiro,70,2,2,1,6,1,0,695,1700,59,22
Porto Alegre,66,2,1,0,1,1,0,150,1700,59,25
Rio de Janeiro,45,1,1,0,11,1,0,470,1100,0,15
Porto Alegre,114,3,2,1,2,1,1,750,2900,109,43
Rio de Janeiro,26,1,1,0,2,1,1,380,2300,61,30
Porto Alegre,60,1,1,2,1,1,1,0,2000,0,30
Porto Alegre,44,1,1,0,2,1,0,280,1100,30,17
Belo Horizonte,20,1,1,0,6,0,0,420,1050,79,14
Sao Paulo,91,2,3,2,5,0,0,2065,9800,500,125
Rio de Janeiro,70,2,2,1,2,1,0,650,1000,45,13
Sao Paulo,30,1,1,0,1,1,1,0,1550,21,20
Belo Horizonte,308,4,5,4,18,1,1,1750,15000,167,200
Sao Paulo,90,2,2,1,3,1,0,1000,3000,50,39
Sao Paulo,217,3,5,6,NaN,1,0,0,5000,417,76
Campinas,47,1,1,0,2,1,0,400,1700,72,22
Rio de Janeiro,60,2,1,1,3,1,0,150,1800,0,24
Sao Paulo,35,1,1,0,1,0,0,250,1305,0,17
Sao Paulo,490,3,5,4,NaN,1,0,0,10000,2270,151
Sao Paulo,180,3,3,2,5,0,0,1600,3000,0,39
Porto Alegre,65,2,2,2,6,1,0,400,1950,41,29
Porto Alegre,76,2,2,2,3,1,0,600,1700,34,25
Campinas,56,2,1,1,5,1,0,340,1400,57,18
Sao Paulo,68,1,1,0,3,1,0,500,1500,0,20
Campinas,56,1,1,1,6,1,1,722,1350,50,18
Rio de Janeiro,131,3,2,2,3,1,0,2800,10000,500,129
Sao Paulo,100,3,1,4,NaN,1,0,0,2500,226,38
Sao Paulo,72,2,2,1,18,1,0,350,2500,125,32
Belo Horizonte,88,3,2,1,2,1,0,289,1450,114,20
Rio de Janeiro,38,1,1,0,2,1,1,700,1850,150,24
Sao Paulo,49,2,1,1,15,1,0,487,1300,17,17
Sao Paulo,60,1,1,1,8,1,0,900,4600,100,59
Sao Paulo,80,2,1,1,2,1,0,1257,2950,195,38
Porto Alegre,280,5,3,3,NaN,1,1,0,4000,117,72
Sao Paulo,510,4,3,5,NaN,1,0,0,10000,517,151
Sao Paulo,148,1,2,4,25,1,0,1845,9900,550,126
Porto Alegre,76,3,2,1,9,1,0,550,1600,59,24
Belo Horizonte,110,3,2,1,2,0,0,400,1400,150,19
Belo Horizonte,22,1,1,1,1,0,0,0,1275,0,17
Sao Paulo,42,1,1,1,NaN,1,1,450,2000,88,26
Sao Paulo,59,2,1,1,1,0,0,490,1700,0,22
Sao Paulo,158,4,4,4,10,1,1,2250,2500,423,32
Belo Horizonte,65,2,2,1,1,0,0,290,925,84,13
Sao Paulo,20,1,1,0,NaN,1,1,602,1800,130,23
Sao Paulo,298,4,4,1,NaN,1,0,0,3000,0,46
Rio de Janeiro,38,1,1,0,4,0,1,877,2280,123,30
Sao Paulo,213,4,4,3,17,1,0,2600,6500,1157,83
Sao Paulo,150,3,2,3,NaN,1,0,0,1900,125,29
Rio de Janeiro,60,1,1,0,1,1,0,350,1000,0,13
Sao Paulo,65,2,1,1,1,1,0,100,1400,84,18
Sao Paulo,169,4,4,4,9,1,0,1800,6450,1140,82
Sao Paulo,100,2,3,1,2,1,0,1260,3973,315,51
Sao Paulo,158,4,4,3,5,1,0,2100,6600,375,84
Sao Paulo,150,2,2,2,NaN,1,0,0,6000,667,91
Porto Alegre,49,2,1,0,4,1,0,250,1650,15,25
Sao Paulo,260,4,4,4,7,1,0,3400,5000,1417,64
Rio de Janeiro,65,1,1,1,3,1,0,780,2500,241,33
Sao Paulo,380,6,5,3,NaN,0,0,0,9000,417,136
Belo Horizonte,70,3,1,0,1,1,0,205,1200,25,16
Campinas,180,2,1,0,NaN,1,0,0,2000,15,31
Rio de Janeiro,105,2,1,0,2,1,0,400,1250,55,17
Belo Horizonte,300,8,3,1,NaN,1,0,0,4000,500,66
Sao Paulo,190,3,3,1,1,1,0,2000,9000,492,115
Belo Horizonte,67,2,2,2,1,1,0,202,1000,82,14
Sao Paulo,96,2,2,2,25,0,1,1200,9000,0,115
Porto Alegre,75,2,2,1,6,1,0,200,1300,250,19
Campinas,45,1,1,1,2,1,0,367,1100,34,14
Sao Paulo,60,2,1,1,4,1,1,489,1900,0,25
Sao Paulo,45,1,1,1,2,0,1,781,2970,92,38
Sao Paulo,38,1,1,1,5,0,1,1450,3400,0,44
Sao Paulo,75,1,1,1,NaN,0,0,0,1521,163,23
Sao Paulo,442,5,6,6,NaN,1,0,0,7500,1301,113
Sao Paulo,220,3,3,2,8,0,1,1700,11000,542,140
Sao Paulo,140,3,1,2,NaN,0,0,140,6000,273,91
Belo Horizonte,76,3,2,1,3,1,0,375,1400,128,19
Campinas,60,2,1,1,4,1,0,395,580,15,8
Porto Alegre,50,1,1,0,NaN,1,0,250,803,0,12
Sao Paulo,165,4,3,2,NaN,1,0,0,5000,46,76
Sao Paulo,90,1,1,0,NaN,0,0,0,1150,59,18
Campinas,62,2,1,1,6,1,0,447,1200,76,16
Sao Paulo,120,3,2,2,NaN,1,0,0,3800,0,58
Belo Horizonte,279,4,5,4,NaN,1,0,0,4500,379,74
Rio de Janeiro,79,3,2,0,9,0,1,781,3500,183,46
Rio de Janeiro,45,1,1,0,4,1,0,480,980,0,13
Rio de Janeiro,36,1,1,0,6,1,0,700,590,244,8
Campinas,47,1,1,0,10,0,1,580,750,0,10
Campinas,270,4,4,8,NaN,1,0,0,3200,144,49
Belo Horizonte,25,1,1,0,3,0,1,700,890,59,12
Sao Paulo,45,2,1,1,14,1,0,280,1125,26,15
Sao Paulo,255,4,4,3,2,1,0,5000,6600,1678,84
Campinas,55,1,2,1,4,0,0,744,954,74,13
Sao Paulo,85,3,3,2,3,0,0,1600,4940,300,63
Belo Horizonte,200,3,3,2,4,1,0,370,2700,135,36
Porto Alegre,55,2,2,0,4,1,0,290,1400,34,21
Sao Paulo,180,5,5,2,15,1,0,1285,2287,517,29
Campinas,64,2,2,2,51,1,0,800,1900,129,25
Porto Alegre,42,2,1,1,2,1,0,900,923,100,14
Sao Paulo,300,3,3,5,NaN,1,0,0,5400,834,82
Sao Paulo,32,1,1,1,22,1,1,1800,2000,416,26
Sao Paulo,64,2,1,2,3,1,0,480,1850,39,24
Sao Paulo,72,2,2,1,9,1,0,626,1440,27,19
Rio de Janeiro,30,1,1,0,20,0,0,0,1000,0,13
Porto Alegre,55,2,1,0,1,1,0,150,1250,85,19
Sao Paulo,253,3,5,5,9,1,0,2760,6750,1770,86
Sao Paulo,147,3,2,0,9,0,1,1500,4250,0,54
Sao Paulo,110,3,3,1,7,1,0,1306,4575,140,58
Sao Paulo,400,4,3,4,NaN,1,0,0,3760,2084,57
Porto Alegre,350,5,4,2,NaN,1,0,0,4794,500,86
Sao Paulo,510,5,5,5,NaN,0,1,0,10000,2317,151
Sao Paulo,246,3,4,4,9,1,1,3350,10000,1480,127
Campinas,92,3,4,2,1,1,0,804,2200,144,28
Sao Paulo,54,2,2,1,6,0,0,500,2300,167,30
Sao Paulo,130,3,2,0,12,1,0,1655,3700,350,47
Rio de Janeiro,53,2,2,1,7,1,0,950,1100,60,15
Sao Paulo,59,2,1,1,10,1,0,589,1500,0,20
Belo Horizonte,153,3,2,2,NaN,1,0,0,9876,196,162
Sao Paulo,78,2,1,1,1,1,0,430,950,32,13
Sao Paulo,305,3,3,3,8,1,0,3100,5500,2167,70
Campinas,54,1,1,1,9,1,0,758,1148,84,15
Sao Paulo,80,2,2,0,2,1,0,580,1275,113,17
Sao Paulo,26,1,1,0,6,1,0,308,1490,0,19
Sao Paulo,96,2,1,1,8,0,0,795,2500,159,32
Campinas,70,3,1,1,1,1,0,650,1300,17,17
Sao Paulo,56,2,1,1,11,1,1,530,2500,0,32
Belo Horizonte,320,5,3,4,NaN,1,0,0,5500,219,91
Sao Paulo,30,1,1,0,NaN,0,0,0,861,0,13
Rio de Janeiro,45,1,1,0,11,0,0,340,1000,0,13
Campinas,60,2,1,0,1,1,0,457,1134,55,15
Sao Paulo,101,2,3,1,12,1,0,900,3500,267,45
Sao Paulo,220,4,4,2,10,1,0,2500,3200,552,41
Sao Paulo,60,2,1,0,NaN,0,0,0,1200,44,19
Sao Paulo,62,2,1,1,3,1,0,350,1800,55,23
Rio de Janeiro,65,2,1,1,3,1,0,800,1100,0,15
Porto Alegre,111,2,2,1,NaN,1,0,218,1102,33,20
Sao Paulo,140,2,1,2,NaN,1,0,0,4000,821,61
Sao Paulo,17,1,1,0,1,0,1,300,2100,50,27
Sao Paulo,90,3,2,2,7,1,0,1300,3500,250,45
Sao Paulo,40,1,1,0,NaN,0,0,0,1350,80,21
Rio de Janeiro,70,2,2,0,7,0,1,750,6100,150,79
Sao Paulo,370,4,5,5,17,1,1,4800,5000,1992,64
Porto Alegre,48,2,1,1,3,1,0,400,1000,7,15
Belo Horizonte,130,3,2,1,2,1,0,747,2500,122,34
Sao Paulo,303,3,4,4,1,1,1,4540,18000,0,229
Sao Paulo,150,3,4,3,6,1,0,3500,10740,67,137
Sao Paulo,45,1,1,1,1,0,1,3000,5520,0,70
Belo Horizonte,190,4,4,3,1,0,0,1740,6200,501,83
Belo Horizonte,250,4,4,0,NaN,1,0,0,3940,0,65
Campinas,78,3,2,2,3,1,0,605,1690,68,22
Sao Paulo,160,3,3,2,NaN,1,0,0,2500,7,38
Rio de Janeiro,100,3,2,1,6,1,0,1005,1850,85,24
Sao Paulo,298,3,4,3,NaN,1,1,0,14700,1284,221
Porto Alegre,140,3,3,1,NaN,1,0,100,1500,59,27
Sao Paulo,78,2,2,2,13,1,0,613,4338,0,55
Campinas,47,1,1,1,12,1,0,1500,650,0,9
Sao Paulo,80,2,1,2,2,1,1,900,2424,245,31
Sao Paulo,20,1,1,0,6,1,1,602,1800,130,23
Sao Paulo,60,2,1,1,5,1,0,675,1550,0,20
Rio de Janeiro,52,1,1,0,12,0,1,750,2500,117,33
Belo Horizonte,75,3,1,1,4,1,0,263,1100,61,15
Sao Paulo,45,2,1,1,4,1,1,430,2364,77,30
Sao Paulo,26,1,1,0,NaN,0,0,0,900,10,12
Belo Horizonte,120,3,2,0,NaN,1,0,0,2200,76,37
Sao Paulo,239,4,4,4,15,1,0,2027,5500,974,70
Sao Paulo,22,1,1,1,19,0,0,500,2200,0,28
Sao Paulo,750,7,6,5,NaN,1,1,0,5800,559,88
Rio de Janeiro,148,3,2,2,1,1,0,1422,4000,279,52
Rio de Janeiro,80,2,1,0,10,0,0,700,1000,98,13
Sao Paulo,76,3,1,2,2,1,1,900,2280,270,29
Sao Paulo,45,1,1,1,3,1,0,520,3200,105,41
Campinas,74,3,2,1,7,1,0,650,1600,250,21
Porto Alegre,38,1,1,1,3,1,0,360,500,6,8
Sao Paulo,57,1,1,0,10,1,1,300,6000,17,77
Sao Paulo,40,1,1,0,NaN,0,0,0,780,17,12
Sao Paulo,147,3,3,2,7,1,0,1520,2200,513,28
Sao Paulo,300,4,5,2,6,1,1,3600,7800,609,99
Sao Paulo,50,2,1,1,3,1,0,480,1200,72,16
Porto Alegre,55,1,1,1,10,0,1,620,3500,104,52
Rio de Janeiro,25,1,1,0,1,1,1,500,1400,26,19
Sao Paulo,80,3,2,2,6,1,0,1219,3650,90,47
Belo Horizonte,300,2,4,3,7,1,1,3500,2800,667,38
Sao Paulo,680,4,5,8,NaN,1,0,0,8000,217,121
Sao Paulo,252,4,5,5,18,1,1,3100,12500,1750,159
Sao Paulo,208,3,3,2,2,1,1,2354,7000,552,89
Rio de Janeiro,36,1,1,0,7,1,0,520,750,51,10
Belo Horizonte,50,2,1,1,3,1,0,230,1100,28,15
Rio de Janeiro,70,1,2,0,NaN,0,0,0,1200,0,19
Belo Horizonte,184,5,3,2,3,1,0,330,2600,171,35
Sao Paulo,100,2,2,2,NaN,1,0,0,5590,280,85
Porto Alegre,73,2,1,0,1,1,1,260,1350,25,20
Rio de Janeiro,140,3,2,1,5,1,1,1585,1290,330,17
Rio de Janeiro,240,3,2,1,5,1,1,1900,8000,459,104
Sao Paulo,60,2,1,1,2,1,0,0,2700,0,35
Sao Paulo,170,3,3,2,9,1,0,1500,4500,503,58
Porto Alegre,59,2,1,1,4,1,1,260,1930,50,29
Rio de Janeiro,169,3,2,1,7,1,0,1300,2700,308,35
Campinas,58,1,2,2,2,1,0,630,1235,80,16
Campinas,110,2,1,1,2,1,0,130,980,52,13
Sao Paulo,70,2,2,0,NaN,0,0,0,1500,0,23
Porto Alegre,27,1,1,0,2,1,0,100,960,75,15
Sao Paulo,200,3,2,3,3,1,0,1600,4000,0,51
Rio de Janeiro,180,3,2,2,10,0,0,2000,7000,100,91
Sao Paulo,33,1,1,1,5,0,1,1750,1000,100,13
Sao Paulo,120,2,3,0,NaN,1,0,0,7000,450,106
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33
Sao Paulo,470,5,4,6,NaN,1,0,0,7200,667,109
Campinas,277,3,4,4,NaN,1,0,0,3170,28,48
Rio de Janeiro,71,3,2,0,1,0,0,300,1450,8,19
Sao Paulo,40,1,1,1,NaN,1,0,0,1200,0,19
Sao Paulo,90,2,1,0,9,0,0,1200,3850,130,49
Sao Paulo,244,3,4,2,NaN,1,0,0,4500,535,68
Campinas,55,1,1,1,2,1,0,570,1100,0,14
Campinas,92,3,2,2,13,1,1,720,3200,139,41
Sao Paulo,318,5,3,2,NaN,1,1,0,3840,600,58
Rio de Janeiro,74,3,1,0,NaN,1,0,0,1600,40,25
Sao Paulo,60,2,2,1,7,1,0,600,2200,49,28
Belo Horizonte,120,3,3,1,3,1,1,330,2300,173,31
Sao Paulo,30,1,1,1,18,0,0,2000,1950,229,25
Sao Paulo,55,1,1,1,2,1,1,1950,5000,375,64
Porto Alegre,38,1,1,0,5,1,0,350,770,38,12
Porto Alegre,55,3,1,0,NaN,0,0,0,720,8,13
Sao Paulo,182,3,2,1,6,1,0,1990,9000,283,115
Rio de Janeiro,77,2,2,1,21,1,0,932,1950,137,26
Campinas,160,3,1,4,NaN,0,0,0,3400,135,52
Sao Paulo,346,4,4,4,6,1,0,2200,4080,2704,52
Rio de Janeiro,80,2,1,0,8,1,0,900,1300,220,17
Campinas,88,3,2,2,1,1,1,900,1950,104,25
Rio de Janeiro,75,2,2,1,8,1,0,900,2500,273,33
Rio de Janeiro,120,3,2,0,3,1,0,1333,3500,259,46
Rio de Janeiro,28,1,1,0,12,1,0,600,1230,50,16
Sao Paulo,29,1,1,0,5,1,1,400,2000,5,26
Belo Horizonte,67,3,1,1,3,1,0,235,900,70,12
Sao Paulo,110,3,2,1,1,0,1,1172,6500,193,83
Sao Paulo,170,3,2,1,12,1,1,1700,5500,415,70
Sao Paulo,80,2,2,1,NaN,0,0,0,1500,75,23
Sao Paulo,72,2,1,1,4,1,0,860,1440,0,19
Belo Horizonte,76,1,2,2,6,1,0,892,4000,354,54
Rio de Janeiro,126,2,2,1,2,1,0,1949,3500,312,46
Sao Paulo,150,1,2,2,24,1,0,1100,5500,300,70
Rio de Janeiro,40,1,1,0,9,1,0,300,1505,25,20
Sao Paulo,84,3,2,3,8,0,0,1450,3200,413,41
Rio de Janeiro,100,4,4,1,NaN,1,1,1350,4350,0,57
Sao Paulo,209,3,3,0,4,1,0,2200,4000,803,51
Belo Horizonte,100,3,2,1,2,1,0,745,1400,119,19
Sao Paulo,50,2,1,1,3,1,0,360,1300,0,17
Campinas,110,3,3,2,NaN,1,0,560,3200,88,49
Rio de Janeiro,23,1,1,0,4,0,0,550,1500,0,20
Sao Paulo,50,1,1,0,NaN,0,0,0,1200,84,19
Sao Paulo,68,1,2,1,11,1,0,1200,4500,100,58
Porto Alegre,86,2,1,0,NaN,1,0,250,1150,58,21
Sao Paulo,57,2,2,1,8,1,0,465,1150,10,15
Belo Horizonte,110,2,2,1,6,1,0,700,4000,84,54
Sao Paulo,69,2,1,1,3,1,0,470,1550,70,20
Campinas,48,1,1,1,1,0,0,450,550,42,7
Sao Paulo,240,3,5,3,14,1,1,3500,10800,1250,137
Belo Horizonte,84,3,2,0,3,1,0,250,1250,130,17
Sao Paulo,88,2,2,3,20,1,1,3114,3400,463,44
Sao Paulo,270,3,2,2,15,1,0,2168,10000,407,127
Rio de Janeiro,66,2,1,1,5,1,0,800,1560,88,21
Rio de Janeiro,81,3,1,1,7,1,0,725,1500,49,20
Sao Paulo,184,4,3,3,2,1,1,1200,4500,750,58
Sao Paulo,170,3,2,2,NaN,0,0,0,3000,50,46
Sao Paulo,500,3,5,2,11,1,0,5000,15000,1000,191
Sao Paulo,200,3,4,3,18,1,1,2350,6200,1084,79
Sao Paulo,70,2,2,1,7,1,0,569,1900,25,25
Belo Horizonte,155,4,5,3,15,1,0,1700,6200,542,83
Sao Paulo,100,3,1,0,NaN,1,1,870,2650,0,34
Sao Paulo,198,1,1,3,2,0,1,1100,10700,350,136
Sao Paulo,45,2,1,0,5,0,1,400,2800,0,36
Sao Paulo,40,1,1,1,8,0,1,1800,4800,350,61
Porto Alegre,30,1,1,0,2,1,1,200,1100,42,17
Sao Paulo,44,1,1,1,5,1,1,760,2572,91,33
Sao Paulo,98,3,2,2,12,0,0,958,4300,180,55
Belo Horizonte,73,3,1,0,1,1,0,200,900,38,12
Sao Paulo,340,4,4,4,15,1,1,2500,8700,0,111
Porto Alegre,101,3,2,0,3,1,1,450,1920,87,29
Rio de Janeiro,30,1,1,0,11,1,0,500,1720,0,23
Sao Paulo,80,1,1,0,NaN,1,0,0,1600,60,25
Rio de Janeiro,30,1,1,1,3,1,0,0,500,0,7
Sao Paulo,999,4,5,6,NaN,1,0,2500,15000,2500,226
Sao Paulo,171,3,5,3,16,1,0,1320,10600,870,135
Sao Paulo,100,3,2,1,1,1,0,879,1600,90,21
Sao Paulo,70,2,1,1,9,1,0,767,2707,0,11
Sao Paulo,49,1,1,0,1,1,1,768,2600,66,33
Belo Horizonte,62,2,2,0,1,1,0,0,1300,0,18
Sao Paulo,162,4,5,3,16,1,0,1720,3700,525,47
Sao Paulo,260,4,4,4,4,1,0,3247,15000,1589,191
Rio de Janeiro,266,4,4,2,4,1,0,1704,4850,659,63
Sao Paulo,250,3,5,5,18,1,1,3427,15000,1834,191
Sao Paulo,124,3,3,2,2,0,0,2019,2500,430,32
Belo Horizonte,57,3,1,1,4,1,0,300,900,56,12
Sao Paulo,218,3,4,2,6,0,0,1800,7800,334,99
Sao Paulo,210,4,4,4,5,1,0,3000,13100,1325,166
Porto Alegre,274,3,2,2,1,1,0,300,2500,253,37
Sao Paulo,52,2,2,1,2,1,1,391,1800,0,23
Sao Paulo,254,4,6,5,14,0,1,4000,7740,1584,99
Sao Paulo,147,3,3,3,13,1,0,1157,3600,309,46
Rio de Janeiro,78,2,2,1,2,1,0,180,1650,0,26
Sao Paulo,60,2,2,0,NaN,1,0,518,1300,170,10
Rio de Janeiro,130,3,2,0,6,1,0,1350,2700,300,35
Sao Paulo,50,1,1,1,21,1,1,765,2700,105,35
Sao Paulo,110,3,2,3,11,1,0,1150,2600,334,33
Rio de Janeiro,80,2,1,0,2,1,0,270,2850,173,37
Sao Paulo,376,5,6,4,13,1,0,4252,12000,1980,153
Sao Paulo,50,2,1,0,12,1,0,500,1370,7,18
Sao Paulo,179,3,2,2,5,1,0,2080,10000,443,127
Campinas,163,3,5,3,20,1,0,1450,9800,350,125
Rio de Janeiro,110,3,1,1,8,1,0,1055,1820,124,24
Sao Paulo,330,6,4,3,NaN,1,0,0,13000,1156,196
Sao Paulo,35,1,1,0,18,1,0,250,1850,0,24
Campinas,96,3,3,2,4,0,0,590,4147,243,53
Belo Horizonte,90,2,3,0,NaN,1,0,0,2080,9,35
Sao Paulo,45,1,1,0,NaN,1,0,0,1500,76,23
Sao Paulo,130,3,1,1,NaN,1,0,0,5600,0,85
Rio de Janeiro,77,2,1,0,5,1,0,705,1200,59,16
Sao Paulo,35,1,1,1,2,1,0,762,2650,127,34
Sao Paulo,280,3,4,4,14,0,1,3700,12000,1150,153
Sao Paulo,24606,5,4,4,12,1,0,2254,8100,7859,103
Belo Horizonte,344,4,4,3,NaN,0,0,0,3500,121,58
Belo Horizonte,140,4,2,2,3,1,0,877,1950,271,26
Belo Horizonte,95,3,4,1,9,1,0,957,3000,254,40
Campinas,55,2,1,1,1,1,0,270,900,34,12
Campinas,54,1,2,0,1,1,0,245,720,46,10
Belo Horizonte,50,2,1,2,6,1,0,220,850,109,12
Sao Paulo,200,4,5,4,16,1,0,2607,10000,1150,127
Sao Paulo,50,1,1,1,2,1,0,650,2350,24,30
Sao Paulo,200,4,2,3,NaN,1,1,0,4500,0,68
Sao Paulo,67,2,2,1,1,1,0,1250,2840,255,36
Sao Paulo,62,3,2,1,8,0,0,300,2050,0,26
Rio de Janeiro,50,1,1,0,2,1,1,532,1700,77,22
Porto Alegre,77,2,2,2,3,1,0,450,2500,0,37
Sao Paulo,220,3,3,2,13,1,0,250,4680,184,60
Sao Paulo,253,4,5,3,1,1,0,2100,4100,0,52
Sao Paulo,500,4,4,3,NaN,1,0,0,9000,0,136
Sao Paulo,35,1,1,0,6,1,0,380,900,0,12
Sao Paulo,23,1,1,1,26,1,0,472,2300,59,30
Sao Paulo,325,4,3,2,3,1,0,4500,8500,1111,108
Porto Alegre,28,1,1,0,4,1,0,150,800,15,12
Rio de Janeiro,76,2,2,1,9,1,1,1400,3360,203,44
Sao Paulo,70,2,1,1,7,1,0,500,1300,48,17
Sao Paulo,120,3,4,2,5,1,1,2200,2040,667,26
Rio de Janeiro,180,3,3,0,NaN,1,0,20,2500,170,39
Sao Paulo,350,4,3,4,NaN,1,0,0,6000,743,91
Porto Alegre,60,1,1,0,2,1,0,200,750,42,11
Porto Alegre,87,2,2,2,19,1,0,630,2900,67,43
Sao Paulo,80,3,1,0,NaN,0,0,0,2837,342,36
Sao Paulo,90,3,1,0,NaN,1,0,0,2700,66,41
Sao Paulo,200,4,3,8,NaN,1,0,0,8700,1917,131
Sao Paulo,260,4,4,3,13,1,0,4070,15000,1500,191
Rio de Janeiro,100,3,1,2,1,1,0,1890,4500,213,58
Sao Paulo,50,2,2,0,1,0,0,200,950,0,13
Sao Paulo,800,4,7,8,NaN,1,0,0,12000,1667,181
Sao Paulo,75,1,2,2,19,1,0,1092,2500,321,32
Sao Paulo,213,3,2,0,9,1,0,1490,4100,230,52
Sao Paulo,70,2,2,1,NaN,1,0,0,1650,102,25
Porto Alegre,55,2,1,0,2,1,0,287,1000,42,15
Sao Paulo,264,3,3,2,16,1,1,2480,5300,665,68
Belo Horizonte,66,2,1,1,1,0,0,250,1650,83,22
Campinas,269,4,5,0,12,1,0,3000,5100,963,65
Rio de Janeiro,50,2,1,1,5,1,1,470,1550,13,20
Sao Paulo,400,4,5,5,NaN,1,0,0,10000,1896,151
Sao Paulo,38,1,1,0,3,0,0,200,1685,30,22
Rio de Janeiro,50,2,1,0,5,1,1,460,1800,50,24
Sao Paulo,84,1,1,1,1,0,0,929,2500,246,32
Campinas,40,1,1,1,1,0,1,560,1000,33,13
Sao Paulo,50,1,1,0,NaN,0,0,0,690,0,11
Porto Alegre,27,1,1,0,2,1,0,100,960,75,15
Sao Paulo,90,2,2,0,1,1,1,320,3200,0,41
Porto Alegre,50,1,1,0,2,0,0,250,1500,50,22
Sao Paulo,220,3,4,1,6,1,0,1680,12000,334,153
Sao Paulo,106,3,3,1,2,1,0,970,2500,350,32
Sao Paulo,65,2,1,2,7,1,0,980,1800,167,23
Porto Alegre,70,2,1,1,2,1,0,390,930,45,14
Sao Paulo,260,2,3,4,NaN,1,0,0,5500,142,83
Campinas,60,2,1,1,3,1,0,345,820,16,11
Rio de Janeiro,80,2,2,0,3,1,0,450,1275,0,17
Sao Paulo,132,3,2,3,NaN,1,0,0,2500,59,38
Sao Paulo,85,2,2,2,7,0,0,900,7200,417,92
Sao Paulo,600,4,6,6,NaN,1,0,0,12000,2592,181
Sao Paulo,87,2,2,1,5,1,0,2100,2975,117,38
Sao Paulo,78,3,1,2,7,1,1,1350,2330,150,30
Sao Paulo,188,3,3,3,4,1,1,1800,8000,841,102
Rio de Janeiro,38,1,1,1,3,1,0,423,1450,0,19
Sao Paulo,209,4,4,5,10,1,1,3990,9800,0,125
Sao Paulo,280,4,5,4,14,1,0,3200,13000,1000,165
Sao Paulo,420,4,4,4,9,1,0,6000,15000,3334,191
Belo Horizonte,68,2,1,0,NaN,1,0,35,1000,0,17
Porto Alegre,46,1,1,0,5,1,0,280,990,30,15
Porto Alegre,63,2,1,2,6,1,1,700,2750,92,41
Sao Paulo,220,3,3,3,NaN,1,0,0,3700,324,56
Sao Paulo,150,3,4,2,NaN,1,0,0,3000,42,46
